,id,context,question,answers
103,RD45G3349,"Un navigator este alcătuit dintr-un set de programe care permite afișarea și manevrarea informațiilor bazate pe text, imagini și sunet precum și rularea unor programe pe care siturile web și documentele le pot include (applet-uri, scripturi). Fiecare navigator are o casetă de text unde utilizatorul poate introduce adresa documentului sau a sitului dorit, adresă care este unică pe lume (univocă), numită (Uniform Resource LocatorsauURL).",Din ce este alcatuit un navigator?,"{'text': ['dintr-un set de programe care permite afișarea și manevrarea informațiilor bazate pe text, imagini și sunet precum și rularea unor programe pe care siturile web și documentele le pot include (applet-uri, scripturi).', 'Un navigator este alcătuit dintr-un set de programe'], 'answer_start': [27, 0]}"
104,SW36V6958,"Secure Digital, prescurtatSD, este un tip decard de memoriefoarte răspândit. Ține de marea grupă dememorii cu acces aleatorși de asemenea, din alt punct de vedere, de grupa memoriilorSSD. Memoria unui card SD este nevolatilă (nu necesită alimentare cu curent electric).Capacitatea maximă a unui card SDXC atinge 2 TB. Cardurile SD se fabrică în mai multe clase de performanță (viteză de transmisie a datelor), iar prețurile depind și de această clasă.",Ce capacitate maxima poate avea un card SDXC?,"{'text': [' 2 TB', 'Capacitatea maximă a unui card SDXC atinge 2 TB'], 'answer_start': [311, 269]}"
105,OC22B3571,Un afișaj AMOLED este alcătuit dintr-o matrice activă de pixeliOLEDcare generează lumină (luminascență) la activareaelectricăcare a fost depusă sau integrată într-o matrice detranzistori cu film subțire(TFT) care funcționează ca o serie de întrerupătoare ce controlează fluxul curentului electric către fiecarepixelindividual.,Din ce este alcatuit un afisaj AMOLED?,"{'text': ['dintr-o matrice activă de pixeliOLED', 'Un afișaj AMOLED este alcătuit dintr-o matrice activă de pixeliOLED'], 'answer_start': [31, 0]}"
106,SC68W1193,VirusTotaleste unsite webcare oferă servicii gratuite de verificare a fișierelor contra virușilor. Acesta folosește până la 54[2]de producteantivirusdiferite[3]și motoare de scanare pentru a verifica fișierele dacă sunt virusate sau pentru a verifica contra cazurilorfals pozitiv.[4]Fișierele de până la 128 MB pot fi încărcate pe site sau trimise prin email.,Ce denumeste termenul de VirusTotal?,"{'text': ['unsite webcare oferă servicii gratuite de verificare a fișierelor contra virușilor.', 'VirusTotal'], 'answer_start': [15, 0]}"
107,WK41A6925,"LCD (Liquid Crystal Display) -televizoarele la care ecranul este alcătuit dintr-un număr de pixeli monocromi așezați în fața unei surse de lumină (lămpi ccfl) sau a unei oglinzi reflectoare de lumină. Fiecare pixel al unui ecran LCD este alcătuit dintr-un strat de molecule de cristal lichid aliniate între doi electrozi transparenți și două filtre folosite pentru polarizare ale căror axe sunt de obicei, perpendiculare una pe cealaltă și care conțin compuși ionici.",Ce presupune notiunea de pixel in fucntionarea unui televizor?,"{'text': ['Fiecare pixel al unui ecran LCD este alcătuit dintr-un strat de molecule de cristal lichid aliniate între doi electrozi transparenți și două filtre folosite pentru polarizare ale căror axe sunt de obicei', 'Fiecare pixel al unui ecran LCD este alcătuit dintr-un strat de molecule de cristal lichid'], 'answer_start': [201, 201]}"
108,AK98K8063,"Amplificatoarele retransmit semnalele celulare din exteriorul clădirii spre interiorul ei. Sistemul utilizează o antenă externă pentru a colecta semnalul celular, care este direcționat prin cablul coaxial spre amplificator. Acesta amplifică semnalul și îl retransmite pe plan local, printr-o antenă secundară instalată în zona fără acoperire a semnalului .",Ce echipament participa in mod direct la amplificarea semnalului?,"{'text': ['printr-o antenă secundară instalată în zona fără acoperire a semnalului .', 'Amplificatoarele'], 'answer_start': [283, 0]}"
109,NJ27Z4437,"Un server (fizic) rulează unul sau mai multe programe server, care partajează resursele existente cu clienții. Clientul nu partajează niciuna dintre resursele proprii, ci apelează la resursele serverului prin funcțiile server. Clienții inițiază comunicația cu serverele și așteaptă mesajele acestora.",Cum se acceseaza serverele?,"{'text': ['Clienții inițiază comunicația cu serverele și așteaptă mesajele acestora.', 'Clienții inițiază comunicația cu serverele'], 'answer_start': [227, 227]}"
110,BO39E7740,"Cărbunele e un tip derocă sedimentarăformată din resturi de plante.Copacii în descompunere din zonele mlăștinoase au format turbării. Turba s-a scufundat tot mai mult și s-a transformat în lignit, apoi în cărbune bituminos și, în final, în antracit - cărbunele de cea mai bună calitate. Cărbunele produce 27% din energia luminii. E folosit în centrale electrice și în industrie.",Ce procent din energia lumii este asigurata de carbune?,"{'text': ['27', '27%'], 'answer_start': [305, 305]}"
111,YC75B7082,"Cea mai răspândită configurație pentru suspensia roților la motociclete constă în douăamortizoare telescopicepentru roata față si un amortizor pentru bascula în care este montată roata din spate. Amortizoarele sunt hidraulice sau cu gaz. Recent, acestea sunt montate cu tubul interior la capătul dinspre roată (furca ""upside-down"") pentru a reduce inerția ansamblului și a îmbunătăți comportamentul pe drum denivelat.",Cu ce tip de energie functioneaza amortizoarele?,"{'text': ['sunt hidraulice sau cu gaz', 'Amortizoarele sunt hidraulice sau cu gaz'], 'answer_start': [210, 196]}"
112,KU62E9441,"La bicicletele pentru adulți, roțile au de obicei diametrul de 26"" (uninch= 25,4 milimetri). Alte diametre frecvent întâlnite la roțile de bicicletă sunt 24"", 27'5"", 28"" si 29"". Componentele unei roți de bicicletă sunt butucul, spițele, janta (""cercul"", în limbajul neoficial al bike-rilor), anvelopa (""guma"") și camera. Roțile de bicicletă au de obicei 24, 32 sau 36 de spițe.",Cate spite au rotile de bicicleta?,"{'text': ['de obicei 24, 32 sau 36 de spițe.', 'Roțile de bicicletă au de obicei 24, 32 sau 36 de spițe'], 'answer_start': [344, 321]}"
113,BD63Q2171,"Policlorura de vinil (C2H3Cl)cu numele prescurtatPVCeste o substanță din categoria materialelor termoplastice cu o structură amorfă. Sunt două forme de PVC, „forma dură” și „forma moale” la care s-au adăugat stabilizatori. Forma moale este mai răspândită fiind PVC-ul, adecvată prelucrărilor tehnice, este forma care se aplică pe dușumea, sau înconstrucțiila conductele din material plastic.",Ce este PVC?,"{'text': ['o substanță din categoria materialelor termoplastice cu o structură amorfă.', 'substanță din categoria materialelor termoplastice'], 'answer_start': [57, 59]}"
114,FZ41Q2542,"Consola conține 2 butoane de tip analog stick (spre deosebire pe predecesorul său care deține unul) , un ecranOLEDmulti-tactilcu o diagonală de 5-inch (12,7cm), de asemenea areBluetooth,Wi-Fiși opțional3G. Intern are un procesor 4 core ARM Cortex-A9 core și o placă grafică SGX543MP4+.",Ce tip de procesor are consola PlayStation Vita?,"{'text': ['procesor 4 core ARM Cortex-A9 core și o placă grafică SGX543MP4+.', 'ARM Cortex-A9'], 'answer_start': [220, 236]}"
115,SY28N8454,"Descâlcire, descurcare. Obiectivul jocului e să eliberezi (elimini) o piesă din el. De obicei e vorba de un inel sau o altă formă inchisă (ciclică). Majoritatea sunt construite din sârmă (metal) sau sfoară, eventual combinate cu elemente din lemn sau sticlă.",Din ce material sunt construite jocurile problema de desfacere?,"{'text': ['din sârmă (metal) sau sfoară, eventual combinate cu elemente din lemn sau sticlă.', 'Majoritatea sunt construite din sârmă (metal) sau sfoară'], 'answer_start': [177, 149]}"
116,DG41R2852,"Refracția este schimbarea direcției de propagare a unei unde din cauza schimbării vitezei de propagare, la interfața dintre două medii sau la gradientul local al proprietăților mediului în care se propagă. Cel mai ușor de observat exemplu este în cazul luminii, atunci când aceasta trece dintr-un mediu transparent (aer, apă, sticlă etc.) în altul. Totuși fenomenul se petrece cu toate undele, inclusiv cu cele sonore.",Ce este refractia?,"{'text': ['este schimbarea direcției de propagare a unei unde din cauza schimbării vitezei de propagare, la interfața dintre două medii sau la gradientul local al proprietăților mediului în care se propagă.', 'Refracția este schimbarea direcției de propagare a unei unde din cauza schimbării vitezei de propagare, la interfața dintre două medii sau la gradientul local al proprietăților mediului în care se propagă'], 'answer_start': [10, 0]}"
117,LX20Q6346,"iPhone este un telefon mobil de tip smartphone. A fost anunțat de către Steve Jobs, fost CEO al companiei americane Apple, Inc., în timpul discursului său de la Macworld Conference & Expo de la 9 ianuarie 2007.[3][4] iPhone are suport pentru push e-mail, telefonie mobilă GSM, SMS, navigare web. În plus este dotat cu un ecran de tip touchscreen (tactil) , include funcțiile găsite și la playerele media de tip iPod și rulează o variantă a sistemului de operare Mac OS X, numită actualmente iOS..",Ce este iOS?,"{'text': ['o variantă a sistemului de operare Mac OS X, numită actualmente iOS.', 'iOS'], 'answer_start': [427, 491]}"
118,QR46O6822,"Compania a creat un concept de parc de distracții denumit „Legoland”, cu mai multe locații în orașe din întreaga lume, printre care Gunsburg din Germania. Primul personaj Lego a fost un polițist din anii „90”. Cu ajutorul jucăriilor LEGO putem construi diverse lucruri. Compania de jucării de construcții din piese de plastic LEGO a fost creată de Ole Kirk Christiansen în satul său natal Billund, Danemarca.",Unde a luat nastere conceptul Lego?,"{'text': ['Compania de jucării de construcții din piese de plastic LEGO a fost creată de Ole Kirk Christiansen în satul său natal Billund, Danemarca.', 'Danemarca'], 'answer_start': [270, 398]}"
119,IC37Q9049,"Mercurul se solidifică (îngheață) la −38,9 °C, deci poate fi folosit numai la temperaturi mai ridicate decât aceasta. Spre deosebire de apă, mercurul nu își mărește volumul la solidificare, deci nu va sparge tubul de sticlă. Din același motiv este greu de determinat momentul solidificării. Dacă termometrul conține azot, gazul poate să curgă în josul coloanei și să fie capturat în interiorul acesteia la creșterea temperaturii.",Cum este impiedicata spargerea tubului de sticla?,"{'text': ['Spre deosebire de apă, mercurul nu își mărește volumul la solidificare, deci nu va sparge tubul de sticlă. Din același motiv este greu de determinat momentul solidificării.', 'Spre deosebire de apă, mercurul nu își mărește volumul la solidificare, deci nu va sparge tubul de sticlă'], 'answer_start': [118, 118]}"
120,NN75A5770,"Ampermetrul este un aparat de măsurare a intensității curentului electric ce trece printr-un conductor sau un circuit electric.Există ampermetre folosite pentru curent continuu (c.c.) și ampermetre pentru curent alternativ (c.a.). Unitatea de măsură pentru intensitatea curentului electric este, în SI Amperul. Pentru a măsura curentul ce trece printr-un element (componentă) de circuit, ampermetrul se montează în serie cu acesta.",Care este unitatea de masura pentru intensitatea curentului electric?,"{'text': ['Amperul', 'Unitatea de măsură pentru intensitatea curentului electric'], 'answer_start': [302, 231]}"
121,VZ63C6367,"Tirul sportiv este un sport individual care constă în tragerea cu cea mai mare precizie la țintă fixă sau țintă în mișcare, folosind diferite arme de foc și din diferite poziții. S-a practicat de sute de ani în Occident.[1] Primele cluburi de tir sportiv au fost înființate în secolul al XIX-lea, Societatea elvețiană a carabinierilor fiind fondată în 1824.A fost inclus ca sport olimpic cu probe pentru bărbați la prima ediție a Jocurilor moderne, la Atena, în 1896.",Cum se poate defini tirul sportiv?,"{'text': ['este un sport individual care constă în tragerea cu cea mai mare precizie la țintă fixă sau țintă în mișcare, folosind diferite arme de foc și din diferite poziții.', 'Tirul sportiv este un sport individual care constă în tragerea cu cea mai mare precizie la țintă fixă sau țintă în mișcare, folosind diferite arme de foc și din diferite poziții'], 'answer_start': [14, 0]}"
122,OJ89R3587,"Hidrantul de incendiu exterior este un dispozitiv fix cu robinet (vană) aflat în exteriorul clădirilor și racordat la conductele de distribuție a apei sub presiune, care permite alimentarea autospecialelor de pompieri în caz de incendiu, precum și stropirea străzilor sau grădinilor.În general, incintele civile și industriale sunt prevăzute cu hidranți exteriori, excepție făcând unele clădiri cu pericol redus la incendiu, care au dimensiuni și capacități mici.",Cum se poate descrie hidrantul de incendiu exterior?,"{'text': ['este un dispozitiv fix cu robinet (vană) aflat în exteriorul clădirilor și racordat la conductele de distribuție a apei sub presiune', 'Hidrantul de incendiu exterior este un dispozitiv fix cu robinet (vană) aflat în exteriorul clădirilor și racordat la conductele de distribuție a apei sub presiune'], 'answer_start': [31, 0]}"
123,MM83D3126,"Bateriile alcaline sunt un tip de baterii a căror sursă de energie electrică este dependentă de reacția chimică dintre zincul metalic și dioxidul de mangan.Tensiunea electrică nominală a unei baterii alcaline noi fabricate are standardul stabilit de 1,5 V. Totuși, tensiunea poate varia de la 1,5 la 1,65 V în funcție de puritatea dioxidului de mangan utilizat la fabricarea bateriei sau de conținutul de oxid de zinc din electrolit. Bateria descărcată poate prezenta o tensiune de 0,8 până la 1 V.",Ce tensiune alectrica are o baterie alcalina?,"{'text': ['are standardul stabilit de 1,5 V.', 'Tensiunea electrică nominală a unei baterii alcaline'], 'answer_start': [223, 156]}"
124,AK87T2618,"O cazma este o unealtă alcătuită dintr-o lamă metalică tăietoare, fixată la o coadă de lemn; este utilizată la săpatul pământului sau pentru a scoate pământ din gropi și pentru răspândirea și nivelarea solului. Este denumită hârleț în unele zone ale României.[1] Regional (în Transilvania), este folosită și forma hârșeu. În graiul crișean, există forma harșeu",Din ce este alcatuita o cazma?,"{'text': ['este o unealtă alcătuită dintr-o lamă metalică tăietoare, fixată la o coadă de lemn', 'O cazma este o unealtă alcătuită dintr-o lamă metalică tăietoare'], 'answer_start': [8, 0]}"
125,NI34L3971,Mecanismul bielă-manivelă transformă mișcarea de rotație în mișcare de translație (mișcare liniară) și/sau invers (viceversa). Cel mai răspândit mecanism de acest gen se întâlnește în motoarele cu ardere internă. În acest caz mișcarea de translație liniară a pistonului este transferată către bielă și se convertește în mișcare circulară a arborelui cotit.,Cum actioneaza mecanismul biela-manivela?,"{'text': ['transformă mișcarea de rotație în mișcare de translație (mișcare liniară) și/sau invers (viceversa).', 'Mecanismul bielă-manivelă transformă mișcarea de rotație în mișcare de translație (mișcare liniară) și/sau invers'], 'answer_start': [26, 0]}"
126,WT34M1228,"Micrometrul este un instrument pentru măsurarea lungimilor mici, de ordinul micronilor, al cărui principiu de funcționare se bazează pe transformarea mișcării de rotație a unui șurub micrometric în mișcare de translație. Este un instrument de mare precizie.Constructiv, un micrometru este alcătuit dintr-un ansamblu filetant potcoavă – nicovală fixă. Funcțional, micrometrul transformă mișcarea de rotație a unui filet sau a unui șurub micrometric într-o mișcare liniară a unui suport numit tija micrometrului.",Ce este un micrometru?,"{'text': ['este un instrument pentru măsurarea lungimilor mici, de ordinul micronilor, al cărui principiu de funcționare se bazează pe transformarea mișcării de rotație a unui șurub micrometric în mișcare de translație.', 'Micrometrul este un instrument pentru măsurarea lungimilor mici, de ordinul micronilor'], 'answer_start': [12, 0]}"
127,TZ74Y9790,"Un moped (sau: ciclomotor) este un vehicul cu două, trei sau patru roți, a cărui viteză maximă prin construcție nu depășește 45 km/h și care este echipat cu un motor cu ardere internă, cu aprindere prin scânteie, cu o capacitate cilindrică ce nu depășește 50 cm³ sau cu un alt motor cu ardere internă ori, după caz, electric, a cărui putere nominală este de cel mult 4 kW.",Cu ce viteza maxima poate rula un moped?,"{'text': ['nu depășește 45 km/h', '45 km/h'], 'answer_start': [112, 125]}"
128,HQ25E7925,"Windows 10 are multe opțiuni pentru utilizatori. Aceștia pot folosi meniul Start similar celui prezent în Windows 7 sau în full screen, precum în Windows 8/8.1. Utilizatorii pot personaliza bara de activități cu diferite culori, pot instala aplicații din Microsoft Store și pot încerca browserul Microsoft Edge.Instalarea pe un dispozitiv durează între 15 minute și o oră, această durată depinzând de performanța dispozitivului respectiv.
",Cum poate fi personalizata bara de activitatii utilizand sistemul de operare Windows 10?,"{'text': ['cu diferite culori, pot instala aplicații din Microsoft Store și pot încerca browserul Microsoft Edge.', 'Utilizatorii pot personaliza bara de activități cu diferite culori'], 'answer_start': [209, 161]}"
129,RU46Z4095,"Conform datelor din luna iulie a anului 2013, Firefox avea între 16 și 21% utilizatori la nivel mondial, fiind al treilea cel mai popular browser.[11][12][13][14] Statisticile Mozilla arată că Firefox este folosit de peste 450 de milioane de persoane.[15] Browserul se bucură de succes în Indonezia, Germania și Polonia, unde este cel mai utilizat browser, având o cotă de piață de 57%,[16] 45%,[17] respectiv 44%.",In ce tari se bucura de o popularitate crescuta navigatorul web Firefox?,"{'text': ['Browserul se bucură de succes în Indonezia, Germania și Polonia, unde este cel mai utilizat browser', 'Indonezia, Germania și Polonia'], 'answer_start': [256, 289]}"
130,VF12G5164,"Conform datelor din luna iulie a anului 2013, Firefox avea între 16 și 21% utilizatori la nivel mondial, fiind al treilea cel mai popular browser.[11][12][13][14] Statisticile Mozilla arată că Firefox este folosit de peste 450 de milioane de persoane.[15] Browserul se bucură de succes în Indonezia, Germania și Polonia, unde este cel mai utilizat browser, având o cotă de piață de 57%,[16] 45%,[17] respectiv 44%.",Ce indica staticile efectuate la jumatatea anului 2013?,"{'text': ['Conform datelor din luna iulie a anului 2013, Firefox avea între 16 și 21% utilizatori la nivel mondial, fiind al treilea cel mai popular browser.[11][12][13][14] Statisticile Mozilla arată că Firefox este folosit de peste 450 de milioane de persoane.', 'Conform datelor din luna iulie a anului 2013, Firefox avea între 16 și 21% utilizatori la nivel mondial'], 'answer_start': [0, 0]}"
131,UC51W6516,"Modulele electronice lucrează după principiul „IPO”, (în engleză Input-Process-Output, „introducere-prelucrare-debitare”). Pentru înregistrarea valoriilor sunt disponibili senzorii care stabilesc o caracteristică fizică, cum ar fi viteza, presiunea, temperatura, etc. Această valoare este comparată sau calculată cu o valoare memorată în ECU.",In ce consta principiul IPO in baza caruia functioneaza modulele electronice?,"{'text': ['(în engleză Input-Process-Output, „introducere-prelucrare-debitare”', 'Input-Process-Output'], 'answer_start': [53, 65]}"
132,RM65M3163,"Termenul este uneori folosit sinonim cu firmware. Spre deosebire de aplicația software, software-ul încorporat are cerințe și capabilități hardware fixe, iar adăugarea de hardware sau software de la o parte terță este strict controlată.O caracteristică importantă este aceea că nu toate funcțiile software-ului încorporat sunt sau nu sunt inițiate/controlate prin intermediul unei interfețe umane, ci prin interfețele dispozitivelor.",Prin ce se deosebeste software-ul incorporat de o aplicatie software?,"{'text': ['Spre deosebire de aplicația software, software-ul încorporat are cerințe și capabilități hardware fixe, iar adăugarea de hardware sau software de la o parte terță este strict controlată.', 'Spre deosebire de aplicația software, software-ul încorporat are cerințe și capabilități hardware fixe'], 'answer_start': [50, 50]}"
133,SI15E4020,"Spre deosebire de un sistem de operare desktop, sistemul de operare încorporat nu încarcă și execută aplicații, ci execută o singură aplicație pentru care a fost proiectat. Sistemele multitasking (cazul sistemelor de operare pentru PDA) oferă în schimb multe dintre fuctionalitățile sistemelor de operare pentru calculatoarele personale.",Prin ce se deosesbeste un software inglobat de un sistem de operare desktop?,"{'text': ['Spre deosebire de un sistem de operare desktop, sistemul de operare încorporat nu încarcă și execută aplicații, ci execută o singură aplicație pentru care a fost proiectat.', 'Spre deosebire de un sistem de operare desktop, sistemul de operare încorporat nu încarcă și execută aplicații'], 'answer_start': [0, 0]}"
134,IU13B9586,"Porturile seriale pot utiliza două tipuri de conectori: conectorul DB-25 și conectorul DB-9. Conectorul DB-25 cu 25 de pini a fost utilizat la calculatoarele din generațiile anterioare. La calculatoarele mai noi pentru a se reduce spațiul ocupat de conector, a fost înlocuit cu un conector de dimensiuni mai reduse, conectorul cu 9 pini DB-9.",Cate tipuri de conectori utilizeaza porturile seriale?,"{'text': ['Porturile seriale pot utiliza două tipuri de conectori: conectorul DB-25 și conectorul DB-9.', 'Porturile seriale pot utiliza două tipuri de conectori'], 'answer_start': [0, 0]}"
135,UG24K2793,"În ISDN există două tipuri de canale: B (de la ""Bearer"") și D (de la ""Delta""). Canalele B sunt folosite pentru transmisiile de date (pot include și voce). Canalele D sunt folosite pentru semnalizare și control (dar nu este exclus să fie folosite și pentru date).",Cate tipuri de canale exista in protocolul ISDN?,"{'text': ['În ISDN există două tipuri de canale: B (de la ""Bearer"") și D (de la ""Delta"").', 'În ISDN există două tipuri de canale'], 'answer_start': [0, 0]}"
136,VT81A9157,"Printre avantajele publicității online se numără țintirea (targetarea) mai bună (ore, zone geografice, număr de afișări pe uitilizator) a clientelei dorite, posibilitatea de a oferi informații mai multe (prin bannere expandabile sau prin atragerea vizitatorului interesat către o pagină web cu mai multe informații) și posibilitatea de a interacționa dinamic cu potențialul client. Cele mai vestite platforme de publicitate online sunt Google AdWords și Microsoft AdCenter (Bing Ads).",Care sunt cele mai renumite platforme de publicitate online?,"{'text': ['Cele mai vestite platforme de publicitate online sunt Google AdWords și Microsoft AdCenter (Bing Ads).', 'Cele mai vestite platforme de publicitate online sunt Google AdWords și Microsoft AdCenter'], 'answer_start': [382, 382]}"
137,ZZ44K5561,"Sistemul Electronic de Plăți (SEP) din România este un sistem a cărui componente sunt ReGIS (sistemul cu decontare pe bază brută în timp real), SENT (casa de compensare automată) și SaFIR (sistemul de depozitare și decontare a operațiunilor cu titluri de stat)[1]. ReGIS este administrat de Banca Națională a României (BNR) și a devenit operațională din 8 aprilie 2005, SENT este administrat de Transfond și e operațional din 13 mai 2005, iar SaFIR e administrat de BNR și e operațional din 3 octombrie 2005",Cine administreaza componente SENT a Sistemului Elecetronic de Plati din Romania?,"{'text': ['SENT este administrat de Transfond', 'Transfond'], 'answer_start': [370, 395]}"
138,IG21L5853,Oglinzile parabolice sunt construite cu două grade de libertate putând urmări poziția soarelui pe cer. Ele sunt montate pe un stativ și concentrează razele solare într-un punct focal propriu fiecărei oglinzi unde este montat un receptor de energie termică. Acest mod de construcție este foarte compact. Oglinzile sunt fabricate cu un diametru cuprins între 3 și 25m rezulând o putere instalată de până la 50 kW pe modul. La instalațiile de acest tip receptorul este conectat la un motor Stirling care transformă energia termică direct în emergie mecanică putând acționa un generator electric. Aceste instalații ating un randament înalt în transformarea energiei solare în energie electrică (peste 30%). Modularitatea acestor instalații permite atât utilizarea lor în locuri izolate sau independente cât și conectarea mai multora formând o centrală virtuală în cadrul generării distribuite a energiei electrice. O soluție mai rară o constituie parcurile(fermele) de oglinzi parabolice. În punctual focal comun tuturor oglinzilor se află o suprafață absorbantă cu ajutorul căreia este încălzit un agent termic utilizat în continuare pentru generare de aburi. Conectarea în grup a mai multor oglinzi parabolice constituie o abordare mai puțin economică decât centralele cu jgheaburi parabolice sau cele cu turn solar.,Cum sunt construite oglinzile parabolice?,"{'text': ['Cu două grade de libertate putând urmări poziția soarelui pe cer.', 'Oglinzile parabolice sunt construite cu două grade de libertate putând urmări poziția soarelui pe cer'], 'answer_start': [37, 0]}"
139,MN91Y4753,"Telefon mobil Samsung Galaxy Note 20 Ultra, Dual SIM, 512GB, 12GB RAM, 5G, Mystic Bronze  Acesta este Galaxy Note20 Ultra. Primul care a imbinat un instrument de scris cu un telefon, Note ti-a pus o lume cu totul noua in buzunar. Pe masura ce ne confruntam cu o noua normalitate, viata cere un nou tip de dispozitiv. Noul Galaxy Note nu este un smartphone obisnuit, ci o suita de calculatoare in buzunarul tau. Acesta este nivelul urmator al jocurilor pe mobil. Aceasta este o camera de nivel profesional.","Ce este Telefon mobil Samsung Galaxy Note 20 Ultra, Dual SIM, 512GB, 12GB RAM, 5G, Mystic Bronze?","{'text': ['Este Galaxy Note20 Ultra', 'Galaxy Note20 Ultra'], 'answer_start': [97, 102]}"
140,PL63P6481,"Telefon mobil Samsung Galaxy A51, Dual SIM, 128GB, 4GB RAM, 4G, Prism Blue  Vezi intreaga priveliste cu Infinity-O Display. Optimizeaza simetria vizuala cu afisajul Infinity-O al Galaxy A51. Acum te poti juca, viziona, naviga si efectua mai multe activitati in acelasi timp, fara intrerupere, pe un ecran larg de 6,5"" FHD+, totul alimentat de tehnologia Super AMOLED. Bucura-te de o experienta extinsa pe un spatiu de ecran maximizat.  ",Cu ce vezi intreaga priveliste la Telefon mobil Samsung Galaxy A51?,"{'text': ['cu Infinity-O Display', 'Vezi intreaga priveliste cu Infinity-O Display'], 'answer_start': [101, 76]}"
141,MC60I1345,"Telefon mobil Xiaom Redmi Note 9 Pro, Dual SIM, 128GB, 6GB RAM, 4G, Interstellar Grey  Procesor Qualcomm Snapdragon 720G  Camera Quad cu detalii briliante Camera principala de 64MP surprinde clar momentele preferate, iar lentilele cu unghi larg, lentila macro si senzorul de adancime va vor asigura ca veti obtine cele mai bune rezultate, indiferent de scena pe care doriti sa o pozati.  Mod de noapte  Camera principala de 64 MPRedmi Note 9 Pro va ajuta sa surprindeti toate acele momente pretioase.",Ce procesor are Telefon mobil Xiaom Redmi Note 9 Pro?,"{'text': ['Procesor Qualcomm Snapdragon 720G', 'Qualcomm Snapdragon 720G'], 'answer_start': [87, 96]}"
142,VB31J3011,"Telefon mobil Apple iPhone 11, 128GB, Black  Doza perfecta de orice Sistem nou cu doua camere. Baterie pentru toata ziua. Cea mai rezistenta sticla folosita  vreodata intr-un smartphone. Cel mai rapid procesor Apple din toate timpurile. Design - Pentru o zi minunata Sase noi culori superbe. Ecran pe tot afisajul LCD Liquid Retina de 6.1 inchi. Rezistenta la apa pentru adancimi de pana la 2 metri timp de 30 de minute.",Cum este procesorul Apple al Telefonului mobil Apple iPhone 11?,"{'text': ['Cel mai rapid procesor Apple din toate timpurile.', 'Cel mai rapid procesor Apple'], 'answer_start': [187, 187]}"
143,TQ54N1353,"Telefon mobil Xiaomi Redmi Note 8 Pro, Dual SIM, 128GB, 6GB RAM, 4G, Forest Green  Ofera fotografii de inalta rezolutie Camera de inalta rezolutie 64MP. Suporta inregistrare video 4K, inregistrare video 960fps in slow motion. Rezolutie fotografie de pana la 8K. Captureaza detaliile cu lentilele macro Obiectiv macro de aproape 2 cm.  1.3 times wider visionUnghi larg de 120 ° care corecteaza distorsiunea. ",Ce rezolutie fotografie are Camera de inalta rezolutie?,"{'text': ['de pana la 8K', '8K'], 'answer_start': [247, 258]}"
144,AX12T8818,"Telefon mobil Samsung Galaxy M21, Dual SIM, 64GB, 4G, Black Infinity-U Display dispune de mai mult ecran pentru mai multa placere Ecranul extensiv de 6.4 inci Infinity-U de la Galaxy M21 iti permite sa vezi mai mult din ceea ce-ti place. Tehnologia Super AMOLED FHD + ofera detalii vibrante pentru o experienta de vizionare cuprinzatoare, indiferent daca vizionezi filme, joci jocurile tale favorite sau faci multi-tasking. Corpul eficient al Galaxy M21 este creat pentru a se potrivi confortabil in mana ta.",Ce ofera Tehnologia Super AMOLED FHD +  ?,"{'text': ['detalii vibrante', 'Tehnologia Super AMOLED FHD + ofera detalii vibrante pentru o experienta de vizionare cuprinzatoare'], 'answer_start': [274, 238]}"
145,IE61M2335,"Telefon mobil Samsung Galaxy A51, Dual SIM, 128GB, 4GB RAM, 4G, Prism Silver  Vezi intreaga priveliste cu Infinity-O DisplayOptimizeaza simetria vizuala cu afisajul Infinity-O al Galaxy A51. Acum te poti juca, viziona, naviga si efectua mai multe activitati in acelasi timp, fara intrerupere, pe un ecran larg de 6,5"" FHD+, totul alimentat de tehnologia Super AMOLED. Bucura-te de o experienta extinsa pe un spatiu de ecran maximizat.  ",Cu ce Vezi intreaga priveliste,"{'text': ['cu Infinity-O Display', 'Vezi intreaga priveliste cu Infinity-O Display'], 'answer_start': [103, 78]}"
146,YT55C9684,"Telefon mobil Samsung Galaxy S20 Ultra, Dual SIM, 128GB, 12GB RAM, 5G, Cosmic Black  Telefonul care va revolutiona fotografia Descopera Galaxy S20, S20+ si S20 Ultra. Cu video 8K schimba modul in care faci atat inregistrari video, cat si fotografiile— si 5G care revolutioneaza distribuirea continutului. Daca adaugi securitatea Samsung Knox, bateria inteligenta, procesorul puternic si spatiul masiv de stocare — dispozitivele din seria Galaxy S20 iti dezvaluie o noua era a telefoniei mobile.","Cine schimba modul in care faci atat inregistrari video, cat si fotografiile?","{'text': ['video 8K', 'Samsung'], 'answer_start': [170, 14]}"
