id,context,question,answers
YJ76K2452,"Cărțile electronice sunt cărți virtuale. Multe din aparatelee-readerse pot folosi la afișarea nu numai a cărților electronice, dar și pentru gazete, ziare, reviste, chiar pagini web ș.a.m.d., în general pentru toate materialele scrise.În ultimii ani și tehnologia acumulatorilor a progresat mult, astfel încât funcționarea este asigurată pentru ore în șir cu o singură încărcare.",Ce alte tipuri de informatii mai pot fi redate prin ebook?,"{""text"": [""gazete, ziare, reviste, chiar pagini web \u0219.a.m.d., \u00een general pentru toate materialele scrise.""], ""answer_start"": [141]}"
CU11N1912,"Un conector electric este un dispozitiv pentru a unicircuite electrice. Îninformaticăsunt cunoscuți cainterfețe fizice. Ele sunt în general formate dintr-un ștecher și o bază.Ele pot fi făcute pentru a preveni conectarea pe un drum greșit, conectarea pinii greșite merge acolo unde alte, și au mecanisme pentru a se asigura că acestea sunt complet conectate și nu devin libere sau să cadă de blocare.",Ce rol are un conector electric?,"{""text"": [""pentru a preveni conectarea pe un drum gre\u0219it""], ""answer_start"": [193]}"
WJ22W9356,"Un conector electric este un dispozitiv pentru a unicircuite electrice. Îninformaticăsunt cunoscuți cainterfețe fizice. Ele sunt în general formate dintr-un ștecher și o bază.Ele pot fi făcute pentru a preveni conectarea pe un drum greșit, conectarea pinii greșite merge acolo unde alte, și au mecanisme pentru a se asigura că acestea sunt complet conectate și nu devin libere sau să cadă de blocare.",Din ce sunt formate interfetele fizice?,"{""text"": [""dintr-un \u0219techer \u0219i o baz\u0103.""], ""answer_start"": [148]}"
UH40Z1260,"Fibrele optice sunt în general acoperite individual cu straturi de plastic și conținute într-un tub de protecție adecvat mediului în care va fi montat cablul.Fibrele optice sunt alcătuite dintr-un miez si un înveliș, selectat pentru o reflexie internă totală, datorată diferenței indicelui de refracție între cele două medii. ",Cum sunt protejate fibrele optice de factorii exteriori?,"{""text"": [""acoperite individual cu straturi de plastic \u0219i con\u021binute \u00eentr-un tub de protec\u021bie adecvat mediului \u00een care va fi montat cablul.""], ""answer_start"": [31]}"
KP59B1448,"Fibrele optice sunt în general acoperite individual cu straturi de plastic și conținute într-un tub de protecție adecvat mediului în care va fi montat cablul.Fibrele optice sunt alcătuite dintr-un miez si un înveliș, selectat pentru o reflexie internă totală, datorată diferenței indicelui de refracție între cele două medii. ",Din ce sunt alcatuite fibrele optice?,"{""text"": [""dintr-un miez si un \u00eenveli\u0219, selectat pentru o reflexie intern\u0103 total\u0103,""], ""answer_start"": [188]}"
SE17R8774,"Fibrele optice sunt inerent foarte robuste, dar rezistența lor este drastic redusă de defecte de suprafață microscopice inevitabile în procesul de fabricație. Rezistența inițială a fibrei, cât și modificarea acesteia în timp trebuie să fie considerate în legătură cu stresul aplicat fibrei în timpul manipulării, cablării, instalării, pentru de un set dat de condiții de mediu. Există trei scenarii de bază care pot conduce la degradarea rezistenței și avarie prin inducerea creșterii defectelor: oboseala dinamică și cea statică și stresul de îmbătrânire.",Din ce motiv este rezistenta fibrelor optice afectata?,"{""text"": [""este drastic redus\u0103 de defecte de suprafa\u021b\u0103 microscopice inevitabile \u00een procesul de fabrica\u021bie""], ""answer_start"": [63]}"
NR65C2136,"Fibrele optice sunt inerent foarte robuste, dar rezistența lor este drastic redusă de defecte de suprafață microscopice inevitabile în procesul de fabricație. Rezistența inițială a fibrei, cât și modificarea acesteia în timp trebuie să fie considerate în legătură cu stresul aplicat fibrei în timpul manipulării, cablării, instalării, pentru de un set dat de condiții de mediu. Există trei scenarii de bază care pot conduce la degradarea rezistenței și avarie prin inducerea creșterii defectelor: oboseala dinamică și cea statică și stresul de îmbătrânire.",Ce procese contribuie la deteriorarea starii initiale a fibrei optice?,"{""text"": [""manipul\u0103rii, cabl\u0103rii, instal\u0103rii, pentru de un set dat de condi\u021bii de mediu.""], ""answer_start"": [300]}"
OO76L6049,"Selfieeste ofotografieautoportret, realizatădigital, cel mai des pentru a fi postată perețele de socializare.Fotograful american Robert Corneliusun pionier american în fotografie, a produs o Daghereotipie al lui însuși, care a ajuns ca una dintre primele fotografii ale unei persoane,[2] în 1839, iar astronautul american Buzz Aldrin a făcut primul „selfie” din spațiu, în 1966.",Ce este un selfie?,"{""text"": [""ofotografieautoportret, realizat\u0103digital, cel mai des pentru a fi postat\u0103 pere\u021bele de socializare.""], ""answer_start"": [11]}"
HI33B6036,"Selfieeste ofotografieautoportret, realizatădigital, cel mai des pentru a fi postată perețele de socializare.Fotograful american Robert Corneliusun pionier american în fotografie, a produs o Daghereotipie al lui însuși, care a ajuns ca una dintre primele fotografii ale unei persoane,[2] în 1839, iar astronautul american Buzz Aldrin a făcut primul „selfie” din spațiu, în 1966.",In ce an a fost facut primul selfie?,"{""text"": [""1966""], ""answer_start"": [373]}"
NZ50X1836,"Conform unor studii efectuate de Brigham Young University, persoanele care își fac selfie-uri în mod frecvent pot fi împărțite în trei categorii:comunicatorii: persoane care își distribuie fotografiile pentru a provoca dezbateri ca formă de socializare; vanitoșii: persoane obsedate de propria imagine și pe care și-o controlează frecvent; autorii de biografii: persoane care vor să studieze cum evoluează în timp, selfie-urile fiind pentru acestea o formă de auto-descoperire.",In ce categorii sunt impartite persoanele care isi fac selfie in mod frecvent?,"{""text"": [""comunicatorii: persoane care \u00ee\u0219i distribuie ""], ""answer_start"": [145]}"
MX34K2584,"Conform unor studii efectuate de Brigham Young University, persoanele care își fac selfie-uri în mod frecvent pot fi împărțite în trei categorii:comunicatorii: persoane care își distribuie fotografiile pentru a provoca dezbateri ca formă de socializare; vanitoșii: persoane obsedate de propria imagine și pe care și-o controlează frecvent; autorii de biografii: persoane care vor să studieze cum evoluează în timp, selfie-urile fiind pentru acestea o formă de auto-descoperire.",Ce scop au selfie-urile publicate de comunicatori?,"{""text"": [""pentru a provoca dezbateri ca form\u0103 de socializare""], ""answer_start"": [202]}"
CJ21R3670,Stocarea magneticăse referă la stocarea datelor pe un mediu magnetizat. Toate dispozitivele de stocare magnetică citesc și scriu datele folosindelectromagnetismulși reprezintă o formă dememorie nevolatilă.Informațiilesunt accesate folosind unul sau mai multe capete de citire/scriere.,Ce tip de memorie este stocarea magnetica?,"{""text"": [""memorie nevolatil\u0103""], ""answer_start"": [186]}"
VC80R7297,Stocarea magneticăse referă la stocarea datelor pe un mediu magnetizat. Toate dispozitivele de stocare magnetică citesc și scriu datele folosindelectromagnetismulși reprezintă o formă dememorie nevolatilă.Informațiilesunt accesate folosind unul sau mai multe capete de citire/scriere.,Cum este realizata stocarea magnetica?,"{""text"": [""folosindelectromagnetismul""], ""answer_start"": [136]}"
MA26Y8768,"Cu toate acestea, abia în 1898 inventatorul danez Valdemar Poulsen a prezentat prima înregistrare magnetică funcțională. Dispozitivul lui Poulsen înregistra semnalul pe un fir înfășurat în jurul unui tambur. Primele dispozitive de stocare magnetice au fost concepute pentru a înregistra semnal audio analogic. Calculatoarele, precum și majoritatea dispozitivelor de stocare magnetice audio și video din generația actuală păstrează informația în format digital.",In ce an a fost prezentata prima inregistrare magnetica functionala?,"{""text"": [""1898""], ""answer_start"": [26]}"
ZC37Q1659,"Cu toate acestea, abia în 1898 inventatorul danez Valdemar Poulsen a prezentat prima înregistrare magnetică funcțională. Dispozitivul lui Poulsen înregistra semnalul pe un fir înfășurat în jurul unui tambur. Primele dispozitive de stocare magnetice au fost concepute pentru a înregistra semnal audio analogic. Calculatoarele, precum și majoritatea dispozitivelor de stocare magnetice audio și video din generația actuală păstrează informația în format digital.",Care era principiul de functionare al primului dispozitivului de stocare magnetica?,"{""text"": [""\u00eenregistra semnalul pe un fir \u00eenf\u0103\u0219urat \u00een jurul unui tambur.""], ""answer_start"": [146]}"
XH11L9358,"În mod normal, materialul magnetic este în formă de bandă, cu banda neînregistrată fiind inițial demagnetizată. Când se înregistrează, banda se învârte cu o viteză constantă. Capul de scriere magnetizează banda cu un curent proporțional cu semnalul. Magnetizarea este distribuită de-a lungul întregii benzi. În cele din urmă, distribuția magnetizării poate fi citită, reproducând semnalul original.",Sub ce forma poate fi materialul magnetic?,"{""text"": [""form\u0103 de band\u0103, cu banda ne\u00eenregistrat\u0103 fiind ini\u021bial demagnetizat\u0103.""], ""answer_start"": [43]}"
WF44X9843,"În mod normal, materialul magnetic este în formă de bandă, cu banda neînregistrată fiind inițial demagnetizată. Când se înregistrează, banda se învârte cu o viteză constantă. Capul de scriere magnetizează banda cu un curent proporțional cu semnalul. Magnetizarea este distribuită de-a lungul întregii benzi. În cele din urmă, distribuția magnetizării poate fi citită, reproducând semnalul original.",Prin ce procedeu este magnetizata banda?,"{""text"": [""Capul de scriere magnetizeaz\u0103 banda cu un curent propor\u021bional cu semnalul.""], ""answer_start"": [175]}"
EW60Z8530,"Banda magnetică este de obicei realizată prin înglobarea particulelor magnetice într-un liant de plastic pe peliculă de poliester. Particulele magnetice cel mai frecvent folosite sunt particulele de oxid de fier sau oxid de crom și particule de metal cu dimensiuni de 0,5 micrometri. În ultimii 20 de ani, banda magnetică a fost treptat înlocuită cu înregistrările digitale.",Cum poate fi decris procedeul prin care banda magnetica este realizata?,"{""text"": [""prin \u00eenglobarea particulelor magnetice \u00eentr-un liant de plastic pe pelicul\u0103 de poliester.""], ""answer_start"": [41]}"
IC98D7072,"Banda magnetică este de obicei realizată prin înglobarea particulelor magnetice într-un liant de plastic pe peliculă de poliester. Particulele magnetice cel mai frecvent folosite sunt particulele de oxid de fier sau oxid de crom și particule de metal cu dimensiuni de 0,5 micrometri. În ultimii 20 de ani, banda magnetică a fost treptat înlocuită cu înregistrările digitale.",Ce tip de partcicule sunt paryiculele magnetice?,"{""text"": [""Particulele magnetice cel mai frecvent folosite sunt particulele de oxid de fier sau oxid de crom \u0219i particule de metal cu dimensiuni de 0,5 micrometri.""], ""answer_start"": [131]}"
XI58B2387,"Dispozitivele de înregistrare magneto-optice scriu și citesc datele optic. La scriere, mediul magnetic este încălzit local de un laser, care induce o creștere rapidă a câmpului coercitiv. Apoi, un câmp magnetic de amplitudine mică poate fi folosit pentru a schimba magnetizarea. Procesul de citire se bazează peefectul Kerr magneto-optic.",Ce actiunea are procesul de scriere asupra mediului magnetic?,"{""text"": [""mediul magnetic este \u00eenc\u0103lzit local de un laser, care induce o cre\u0219tere rapid\u0103 a c\u00e2mpului coercitiv.""], ""answer_start"": [87]}"
CE81J3941,"Discheta(înengleză:floppy disk) este un dispozitiv dememorieexternă (periferic) pentru stocarea dedatepe un disc magnetic flexibil rotitor, care poate fi transportat și introdus și utilizat pe alte computere, dacă dispun de ounitate de dischetă. Un dispozitiv asemănător, dar cu discuri rigide și capacități mult mai mari, este așa-numituldisc dur.",Ce este un floppy disk?,"{""text"": [""un dispozitiv dememorieextern\u0103 (periferic) pentru stocarea dedatepe un disc magnetic flexibil rotitor""], ""answer_start"": [37]}"
YR40P2299,"Discheta(înengleză:floppy disk) este un dispozitiv dememorieexternă (periferic) pentru stocarea dedatepe un disc magnetic flexibil rotitor, care poate fi transportat și introdus și utilizat pe alte computere, dacă dispun de ounitate de dischetă. Un dispozitiv asemănător, dar cu discuri rigide și capacități mult mai mari, este așa-numituldisc dur.",Ce este un disc dur?,"{""text"": [""Un dispozitiv asem\u0103n\u0103tor, dar cu discuri rigide \u0219i capacit\u0103\u021bi mult mai mari""], ""answer_start"": [246]}"
IS98Z1230,"Discheta este compusă dintr-un mic disc din plastic subțire și flexibil, acoperit cu un strat de o substanță magnetică, pe care se pot înregistra date prin tehnologia specifică înregistrărilor magnetice.Volumul de date care poate fi înregistrat pe o dischetă este relativ mic în comparație cu alte dispozitive de stocare: 2,88 MB pe dischete cu diametrul de 3,5 inch (1 inch = 1 țol = 2,54 cm), față de valori de mii de ori mai mari pe un disc dur. ",Din ce este alcatuita o discheta?,"{""text"": [""dintr-un mic disc din plastic sub\u021bire \u0219i flexibil, acoperit cu un strat de o substan\u021b\u0103 magnetic\u0103, pe care se pot \u00eenregistra date prin tehnologia specific\u0103 \u00eenregistr\u0103rilor magnetice.""], ""answer_start"": [22]}"
IS44L8687,"Discheta este compusă dintr-un mic disc din plastic subțire și flexibil, acoperit cu un strat de o substanță magnetică, pe care se pot înregistra date prin tehnologia specifică înregistrărilor magnetice.Volumul de date care poate fi înregistrat pe o dischetă este relativ mic în comparație cu alte dispozitive de stocare: 2,88 MB pe dischete cu diametrul de 3,5 inch (1 inch = 1 țol = 2,54 cm), față de valori de mii de ori mai mari pe un disc dur. ",Ce volum de date poate fi stocat cu ajutorul unei dischete?,"{""text"": [""2,88 MB""], ""answer_start"": [322]}"
WR46U3965,"Cele două capete ale unității de dischetă sunt prevăzute cu arcuri care strâng fizic discul cu o presiune mică, ceea ce înseamnă că în timpul citirii și scrierii sunt în contact direct cu suprafața discului atunci când citesc și scriu pe disc.Deoarece unitățile de dischetă se învârt numai la 300 sau 360 rpm, această presiune nu pune probleme deosebite de frecare.",Cum se comporta din punct de vedere fizic o discheta in timpul operatiunii de scriere si citire?,"{""text"": [""sunt \u00een contact direct cu suprafa\u021ba discului atunci c\u00e2nd citesc \u0219i scriu pe disc.""], ""answer_start"": [162]}"
OD33Q6494,"Cele două capete ale unității de dischetă sunt prevăzute cu arcuri care strâng fizic discul cu o presiune mică, ceea ce înseamnă că în timpul citirii și scrierii sunt în contact direct cu suprafața discului atunci când citesc și scriu pe disc.Deoarece unitățile de dischetă se învârt numai la 300 sau 360 rpm, această presiune nu pune probleme deosebite de frecare.",Cate rotatii pe minut are o discheta?,"{""text"": [""300 sau 360 rpm""], ""answer_start"": [293]}"
AJ41X6853,"Pentru a citi și a scrie corect pe disc, capetele trebuie să fie în contact direct cu suportul magnetic. Particule foarte mici de oxid desprins, praf, impurități, fum, amprente sau fire de păr pot pricinui probleme la citirea și scrierea pe disc. Testele producătorilor de unități și de dischete au stabilit că un spațiu de numai 0,000032 inch (32 milionimi de inch) între capete și suport poate cauza erori de scriere/citire.",Ce pozitie au capetele pentru a putea scrie?,"{""text"": [""trebuie s\u0103 fie \u00een contact direct cu suportul magnetic.""], ""answer_start"": [50]}"
SP93B3060,"Pentru a citi și a scrie corect pe disc, capetele trebuie să fie în contact direct cu suportul magnetic. Particule foarte mici de oxid desprins, praf, impurități, fum, amprente sau fire de păr pot pricinui probleme la citirea și scrierea pe disc. Testele producătorilor de unități și de dischete au stabilit că un spațiu de numai 0,000032 inch (32 milionimi de inch) între capete și suport poate cauza erori de scriere/citire.",Din ce motive procesul de scriere nu a fost efectuat corect?,"{""text"": [""Particule foarte mici de oxid desprins, praf, impurit\u0103\u021bi, fum, amprente sau fire de p\u0103r pot pricinui probleme la citirea \u0219i scrierea pe disc.""], ""answer_start"": [105]}"
VX62R8490,"Cel mai folosit material conductor estecuprul, datoritărezistivitățiireduse și proprietăților mecanice. Un alt material folosit estealuminiul, care este mai ieftin, însă are proprietăți mecanice mai proaste decât cuprul (supus unei presiuni de contact se deformează în timp) și are ~63% din conductivitatea electrică a cuprului.Cuprul are cea mai mică rezistivitate electrică după argint",Ce procent din conductivitatea electrica a cuprului are aluminiul?,"{""text"": [""~63% din conductivitatea electric\u0103 a cuprului.""], ""answer_start"": [283]}"
IC48N9574,"Cuprul are cea mai mică rezistivitate electrică dupăargint. Inițial cuprul prezintă impurități denichel,zinc,fiersauplumb, însă prin prelucrare electrolitică rezultă o puritate de 99.95%.",Ce impuritati are cuprulinainte de prelucrare?,"{""text"": [""impurit\u0103\u021bi denichel,zinc,fiersauplumb""], ""answer_start"": [84]}"
TM70M1665,"Cuprul are cea mai mică rezistivitate electrică dupăargint. Inițial cuprul prezintă impurități denichel,zinc,fiersauplumb, însă prin prelucrare electrolitică rezultă o puritate de 99.95%.",Ce material conductor are cea mai mare rezistenta electrica?,"{""text"": [""argint.""], ""answer_start"": [52]}"
PE84Q8597,"Conductivitatea transversală (perditanța) – exprimă pierderile de energie ce se produc datorită imperfecțiunii izolației și distanței mari dintre conductoare, depinde de frecvența de lucru și natura dielectricului. Impedanța caracteristică este raportul dintre tensiunea și intensitatea curentului și exprimă opoziția întâmpinată de o undă electromagnetică în propagarea ei pe un anume circuit. Această mărime nu depinde de lungimea circuitului.",Ce este conductivitatea transversala?,"{""text"": [""exprim\u0103 pierderile de energie ce se produc datorit\u0103 imperfec\u021biunii izola\u021biei \u0219i distan\u021bei mari dintre conductoare""], ""answer_start"": [44]}"
ZO53B3114,"Conductivitatea transversală (perditanța) – exprimă pierderile de energie ce se produc datorită imperfecțiunii izolației și distanței mari dintre conductoare, depinde de frecvența de lucru și natura dielectricului. Impedanța caracteristică este raportul dintre tensiunea și intensitatea curentului și exprimă opoziția întâmpinată de o undă electromagnetică în propagarea ei pe un anume circuit. Această mărime nu depinde de lungimea circuitului.",Ce este impedanta?,"{""text"": [""exprim\u0103 opozi\u021bia \u00eent\u00e2mpinat\u0103 de o und\u0103 electromagnetic\u0103 \u00een propagarea ei pe un anume circuit.""], ""answer_start"": [301]}"
YM86U3692,"Conductivitatea transversală (perditanța) – exprimă pierderile de energie ce se produc datorită imperfecțiunii izolației și distanței mari dintre conductoare, depinde de frecvența de lucru și natura dielectricului. Impedanța caracteristică este raportul dintre tensiunea și intensitatea curentului și exprimă opoziția întâmpinată de o undă electromagnetică în propagarea ei pe un anume circuit. Această mărime nu depinde de lungimea circuitului.",Cum se calculeaza impedanta?,"{""text"": [""raportul dintre tensiunea \u0219i intensitatea curentului""], ""answer_start"": [245]}"
VV69S6595,"Rezistența electricăeste o mărime fizică prin care se exprimă proprietatea unui conductor electric de a se opune trecerii prin el a curentului electric. Înelectrotehnică, ea este o măsură care determină cevaloare de tensiuneeste necesară pentru ca un anumitcurent electricsă treacă printr-un circuit (conductor) electric dat.Unitatea de măsura a rezistenței electrice, în SI, este ohm-ul, notat cu Ω.",Ce informatii ofera valoarea rezistentei electrice?,"{""text"": [""m\u0103rime fizic\u0103 prin care se exprim\u0103 proprietatea unui conductor electric de a se opune trecerii prin el a curentului electric.""], ""answer_start"": [27]}"
MO82O6050,"Rezistența electricăeste o mărime fizică prin care se exprimă proprietatea unui conductor electric de a se opune trecerii prin el a curentului electric. Înelectrotehnică, ea este o măsură care determină cevaloare de tensiuneeste necesară pentru ca un anumitcurent electricsă treacă printr-un circuit (conductor) electric dat.Unitatea de măsura a rezistenței electrice, în SI, este ohm-ul, notat cu Ω.",Ce unitate de masura are rezistenta electrica?,"{""text"": [""ohm-ul, notat cu \u03a9.""], ""answer_start"": [381]}"
HD65A5395,Rezistența electrică a metalelor crește cu temperatura iar a cărbunelui și a lichidelor scade cu cît temperatura lor crește. Rezistența electrică a cuprului crește cu 4% la o încălzire de 10°C.,Cum influenteazarezistenta electrica cresterea temperaturii a metalelor? ,"{""text"": [""cre\u0219te""], ""answer_start"": [33]}"
PI13J1474,Rezistența electrică a metalelor crește cu temperatura iar a cărbunelui și a lichidelor scade cu cît temperatura lor crește. Rezistența electrică a cuprului crește cu 4% la o încălzire de 10°C.,Ce efect are asupra rezistentei electrice  a carbunelui cresterea temperaturii?,"{""text"": [""scade""], ""answer_start"": [88]}"
NG60M8032,"Poliuretanul (abreviat PU) este un polimer ce se obține prin condensarea poliolilor combinați cu poliizocianați, în finarea legarea moleculelor făcându-se prin grupe carbamat (uretan). Datorită acestor modificări ale componentei chimice, produse de poliuretan se pot împărți în 2 mari categorii: rigide și flexibile.",Cum se obtine poliuretanul?,"{""text"": [""condensarea poliolilor combina\u021bi cu poliizociana\u021bi""], ""answer_start"": [61]}"
GL19N7597,"Poliuretanul (abreviat PU) este un polimer ce se obține prin condensarea poliolilor combinați cu poliizocianați, în finarea legarea moleculelor făcându-se prin grupe carbamat (uretan). Datorită acestor modificări ale componentei chimice, produse de poliuretan se pot împărți în 2 mari categorii: rigide și flexibile.",In ce categorii se imparte poliuretanul?,"{""text"": [""rigide \u0219i flexibile.""], ""answer_start"": [296]}"
HC21R9340,Unjoystickeste un periferic alcomputerului personalsau un dispozitiv de comandă ce constă dintr-o manetă care pivotează și transmite apoi unghiul său în două sau trei dimensiuni unui computer.Aceste dispozitive sunt folosite de obicei la controlul jocurilor video și de obicei au unul sau mai multe butoane cu stări ce pot fi de asemenea citite de către computer. ,Ce este un joystick?,"{""text"": [""un dispozitiv de comand\u0103""], ""answer_start"": [55]}"
JS21I5891,Unjoystickeste un periferic alcomputerului personalsau un dispozitiv de comandă ce constă dintr-o manetă care pivotează și transmite apoi unghiul său în două sau trei dimensiuni unui computer.Aceste dispozitive sunt folosite de obicei la controlul jocurilor video și de obicei au unul sau mai multe butoane cu stări ce pot fi de asemenea citite de către computer. ,Care este principiul de functionare al joystick-ului?,"{""text"": [""const\u0103 dintr-o manet\u0103 care pivoteaz\u0103 \u0219i transmite apoi unghiul s\u0103u \u00een dou\u0103 sau trei dimensiuni unui computer.""], ""answer_start"": [83]}"
CT57G9928,"Unperifericeste o unitate (aparat) dehardwarece este inclus sau se adaugă unuisistem de calculpentru a-i extinde funcționalitatea.[1]Denumirea deperifericeste aplicată de obicei acelor unități componente care pot fi opționale prin natura lor.Sunt trei tipuri de unități periferice : de intrare, ieșire și intrare/ieșire",Ce este un periferic?,"{""text"": [""este o unitate (aparat) dehardware""], ""answer_start"": [11]}"
CW69B4258,"Unperifericeste o unitate (aparat) dehardwarece este inclus sau se adaugă unuisistem de calculpentru a-i extinde funcționalitatea.[1]Denumirea deperifericeste aplicată de obicei acelor unități componente care pot fi opționale prin natura lor.Sunt trei tipuri de unități periferice : de intrare, ieșire și intrare/ieșire",Ce rol are un periferic?,"{""text"": [""se adaug\u0103 unuisistem de calculpentru a-i extinde func\u021bionalitatea.""], ""answer_start"": [64]}"
RU11U2465,"Smartwatch(englezăpentru„ceas inteligent”) este unceasde mânăelectronic(„Wearable”) cu funcții avansate și caracteristicile unuitelefon inteligent.În funcție de model și de producător, un smartwatch este capabil să afișeze pe un ecran tactil diferite informații sub formă de text și/sau grafice, să redea muzică, să afișeze e-mail-uri, să preia și să inițieze apeluri, să fotografieze, să arate ora, colectarea de informații de la senzori interni și externi etc.",Ce caracteristici ale unui telefon inteligent se regasesc la un smartwatch?,"{""text"": [""s\u0103 afi\u0219eze pe un ecran tactil diferite informa\u021bii sub form\u0103 de text \u0219i/sau grafice, s\u0103 redea muzic\u0103, s\u0103 afi\u0219eze e-mail-uri, s\u0103 preia \u0219i s\u0103 ini\u021bieze apeluri, s\u0103 fotografieze, s\u0103 arate ora, colectarea de informa\u021bii de la senzori interni \u0219i externi""], ""answer_start"": [212]}"
VZ83H2289,"Smartwatch(englezăpentru„ceas inteligent”) este unceasde mânăelectronic(„Wearable”) cu funcții avansate și caracteristicile unuitelefon inteligent.În funcție de model și de producător, un smartwatch este capabil să afișeze pe un ecran tactil diferite informații sub formă de text și/sau grafice, să redea muzică, să afișeze e-mail-uri, să preia și să inițieze apeluri, să fotografieze, să arate ora, colectarea de informații de la senzori interni și externi etc.",Pot fi contactat telefonic pe un smartwatch?,"{""text"": [""preia \u0219i s\u0103 ini\u021bieze apeluri""], ""answer_start"": [339]}"
AD54V4199,"Sport: Funcțiile includ pedometru, distanțele parcurse, numărul de ture și a vitezei de alergare, consumul de calorii, prognoza meteo, busolă, GPS, altimetru, barometru etc. Sănătate: monitorizarea ritmului cardiac, temperaturii corpului, somnului, asistent de nutriție, dieta zilnică, aplicații pentru reducerea stresului, relaxare și meditație, agresivitatea soarelui",Ce functionalitati are un smartwatch Sport?,"{""text"": ["" pedometru, distan\u021bele parcurse, num\u0103rul de ture \u0219i a vitezei de alergare, consumul de calorii, prognoza meteo, busol\u0103, GPS, altimetru, barometru""], ""answer_start"": [23]}"
CI89O7850,"Sport: Funcțiile includ pedometru, distanțele parcurse, numărul de ture și a vitezei de alergare, consumul de calorii, prognoza meteo, busolă, GPS, altimetru, barometru etc. Sănătate: monitorizarea ritmului cardiac, temperaturii corpului, somnului, asistent de nutriție, dieta zilnică, aplicații pentru reducerea stresului, relaxare și meditație, agresivitatea soarelui",Ce functionalitati are un smartwatch Sanatate?,"{""text"": [""monitorizarea ritmului cardiac, temperaturii corpului, somnului, asistent de nutri\u021bie, dieta zilnic\u0103, aplica\u021bii pentru reducerea stresului, relaxare \u0219i medita\u021bie, agresivitatea soarelui""], ""answer_start"": [184]}"
BA51O1417,"Altimetruleste un instrument cu care se măsoarăaltitudinea(înălțimea) față de un nivel de referință (nu neapărat nivelul mării), aflat la bordul planoarelor, avioanelor (aparatelor de zbor). El indică înalțimea de zbor față de nivelul aerodromului de decolare și se bazează pe principiul descreșteriipresiunii atmosferice, în raport cu înălțimea. De fapt el este unbarometru, cu indicații în unități de înălțime.",Ce este un altimetru?,"{""text"": [""un instrument cu care se m\u0103soar\u0103altitudinea(\u00een\u0103l\u021bimea) fa\u021b\u0103 de un nivel de referin\u021b\u0103 (nu neap\u0103rat nivelul m\u0103rii)""], ""answer_start"": [15]}"
VJ69Z8621,"Altimetruleste un instrument cu care se măsoarăaltitudinea(înălțimea) față de un nivel de referință (nu neapărat nivelul mării), aflat la bordul planoarelor, avioanelor (aparatelor de zbor). El indică înalțimea de zbor față de nivelul aerodromului de decolare și se bazează pe principiul descreșteriipresiunii atmosferice, în raport cu înălțimea. De fapt el este unbarometru, cu indicații în unități de înălțime.",Care este principiul de functionare al altimetrului?,"{""text"": [""principiul descre\u0219teriipresiunii atmosferice, \u00een raport cu \u00een\u0103l\u021bimea.""], ""answer_start"": [277]}"
ZF76P1452,"Întrucât altimetrul ar indica înălțimea față de nivelul mării, este prevăzut cu un buton de ""calaj"" (reglare sau aducere la zero), al cărui rol este de a permite corectarea erorilor datorate variației presiunii atmosferice la sol, astfel ca aparatul să indice întotdeauna, înălțimea față de aerodromul de plecare. Această operație poartă denumirea de ""calaj altimetric"".","Ce rol are buton de ""calaj"" (reglare sau aducere la zero) al altimetrului?","{""text"": [""permite corectarea erorilor datorate varia\u021biei presiunii atmosferice la sol""], ""answer_start"": [154]}"
MF88Q5178,"Întrucât altimetrul ar indica înălțimea față de nivelul mării, este prevăzut cu un buton de ""calaj"" (reglare sau aducere la zero), al cărui rol este de a permite corectarea erorilor datorate variației presiunii atmosferice la sol, astfel ca aparatul să indice întotdeauna, înălțimea față de aerodromul de plecare. Această operație poartă denumirea de ""calaj altimetric"".","Ce efect are operatiunea de ""calaj altimetric""?","{""text"": [""aparatul s\u0103 indice \u00eentotdeauna, \u00een\u0103l\u021bimea fa\u021b\u0103 de aerodromul de plecare""], ""answer_start"": [241]}"
YN87T8971,"Prin tehnologia Bluetooth se elimină firele și cablurile între dispozitive atât staționare cât și mobile, facilitează atât comunicațiile de date cât și pe cele vocale și oferă posibilitatea implementării unor rețele ad-hoc și a sincronizării între diverse dispozitive.",Ce presupune tehnologia Bluetooth?,"{""text"": [""elimin\u0103 firele \u0219i cablurile \u00eentre dispozitive at\u00e2t sta\u021bionare c\u00e2t \u0219i mobile""], ""answer_start"": [29]}"
ZG30H8227,"Prin tehnologia Bluetooth se elimină firele și cablurile între dispozitive atât staționare cât și mobile, facilitează atât comunicațiile de date cât și pe cele vocale și oferă posibilitatea implementării unor rețele ad-hoc și a sincronizării între diverse dispozitive.",Ce efect are tehnologia bluetooth asupra comunicatiilor?,"{""text"": [""faciliteaz\u0103 at\u00e2t comunica\u021biile de date c\u00e2t \u0219i pe cele vocale""], ""answer_start"": [106]}"
